FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
47,125,3,6,Montgomery County             ,116,116,17169185,3,6,210000,0,0,0,0,0,0,116,116,17169185,3,6,210000,0,0,0,0,0,0
47,139,3,6,Polk County                   ,16,16,2881985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,149,3,6,Rutherford County             ,180,180,40331329,4,8,958800,5,20,2675663,8,62,5266497,150,150,36308476,3,6,793176,5,20,2675663,6,35,3719839
47,153,3,6,Sequatchie County             ,1,1,80000,0,0,0,0,0,0,0,0,0,1,1,80000,0,0,0,0,0,0,0,0,0
47,157,3,6,Shelby County                 ,119,119,29180560,0,0,0,0,0,0,1,18,1863513,119,119,29180560,0,0,0,0,0,0,1,18,1863513
47,159,3,6,Smith County                  ,9,9,1602385,0,0,0,0,0,0,0,0,0,8,8,1494052,0,0,0,0,0,0,0,0,0
47,161,3,6,Stewart County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,165,3,6,Sumner County                 ,140,140,32878988,0,0,0,0,0,0,0,0,0,136,136,32167018,0,0,0,0,0,0,0,0,0
47,167,3,6,Tipton County                 ,23,23,4126529,0,0,0,0,0,0,0,0,0,17,17,3317900,0,0,0,0,0,0,0,0,0
47,169,3,6,Trousdale County              ,2,2,271000,0,0,0,0,0,0,0,0,0,2,2,271000,0,0,0,0,0,0,0,0,0
47,173,3,6,Union County                  ,2,2,200000,0,0,0,0,0,0,0,0,0,2,2,200000,0,0,0,0,0,0,0,0,0
47,175,3,6,Van Buren County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,189,3,6,Wilson County                 ,118,118,28858571,0,0,0,0,0,0,0,0,0,118,118,28858571,0,0,0,0,0,0,0,0,0
48,13,3,7,Atascosa County               ,3,3,470413,0,0,0,0,0,0,0,0,0,1,1,85000,0,0,0,0,0,0,0,0,0
48,15,3,7,Austin County                 ,1,1,160282,2,4,557000,0,0,0,0,0,0,0,0,0,2,4,557000,0,0,0,0,0,0
48,19,3,7,Bandera County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,21,3,7,Bastrop County                ,6,6,650740,1,2,150000,0,0,0,0,0,0,4,4,382744,1,2,150000,0,0,0,0,0,0
48,25,3,7,Bee County                    ,1,1,73175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,27,3,7,Bell County                   ,191,191,22233617,12,24,1838425,0,0,0,0,0,0,162,162,15302770,12,24,1838425,0,0,0,0,0,0
48,29,3,7,Bexar County                  ,374,374,83577379,0,0,0,0,0,0,28,142,15039470,331,331,77922720,0,0,0,0,0,0,27,135,13547776
48,51,3,7,Burleson County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,55,3,7,Caldwell County               ,28,28,4714846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,85,3,7,Collin County                 ,848,848,263557929,0,0,0,0,0,0,26,838,75122267,821,821,259181192,0,0,0,0,0,0,26,838,75122267
48,91,3,7,Comal County                  ,167,167,38099867,0,0,0,0,0,0,0,0,0,167,167,38099867,0,0,0,0,0,0,0,0,0
48,99,3,7,Coryell County                ,14,14,1861927,1,2,133257,0,0,0,1,6,821502,1,1,14000,0,0,0,0,0,0,0,0,0
48,107,3,7,Crosby County                 ,1,1,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,3,7,Dallas County                 ,483,483,143014085,6,12,1281301,0,0,0,1,309,31009355,436,436,129400719,6,12,1281301,0,0,0,1,309,31009355
48,119,3,7,Delta County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,135,3,7,Ector County                  ,48,48,10239751,0,0,0,0,0,0,1,12,934000,0,0,0,0,0,0,0,0,0,0,0,0
48,139,3,7,Ellis County                  ,139,139,28115638,1,2,264073,0,0,0,0,0,0,139,139,28115638,1,2,264073,0,0,0,0,0,0
48,141,3,7,El Paso County                ,263,263,41931302,2,4,324675,1,3,299866,11,161,16326165,29,29,2971278,0,0,0,0,0,0,0,0,0
48,157,3,7,Fort Bend County              ,933,933,123763568,0,0,0,0,0,0,1,11,860843,127,127,44640773,0,0,0,0,0,0,0,0,0
48,167,3,7,Galveston County              ,231,231,52098087,0,0,0,0,0,0,1,6,330317,62,62,16767041,0,0,0,0,0,0,0,0,0
48,185,3,7,Grimes County                 ,2,2,190166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,187,3,7,Guadalupe County              ,71,71,16302115,0,0,0,0,0,0,0,0,0,71,71,16302115,0,0,0,0,0,0,0,0,0
48,193,3,7,Hamilton County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,195,3,7,Hansford County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,3,7,Harris County                 ,1487,1487,273912505,10,20,2978286,0,0,0,11,939,98055761,1446,1446,257288739,9,18,2685786,0,0,0,11,939,98055761
48,211,3,7,Hemphill County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,215,3,7,Hidalgo County                ,235,235,37588684,2,4,310000,13,52,2063470,5,311,29114182,213,213,33607988,2,4,310000,13,52,2063470,5,311,29114182
48,233,3,7,Hutchinson County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,251,3,7,Johnson County                ,49,49,8724645,1,2,120000,0,0,0,0,0,0,46,46,7994559,1,2,120000,0,0,0,0,0,0
48,257,3,7,Kaufman County                ,26,26,4891956,0,0,0,0,0,0,0,0,0,18,18,3777865,0,0,0,0,0,0,0,0,0
48,259,3,7,Kendall County                ,12,12,3797310,0,0,0,0,0,0,0,0,0,12,12,3797310,0,0,0,0,0,0,0,0,0
48,271,3,7,Kinney County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,281,3,7,Lampasas County               ,5,5,480000,0,0,0,0,0,0,0,0,0,5,5,480000,0,0,0,0,0,0,0,0,0
48,291,3,7,Liberty County                ,30,30,21597988,0,0,0,0,0,0,0,0,0,28,28,21289000,0,0,0,0,0,0,0,0,0
48,303,3,7,Lubbock County                ,99,99,25001055,2,4,333167,0,0,0,15,216,20911496,8,8,1631980,0,0,0,0,0,0,10,144,16000000
48,323,3,7,Maverick County               ,3,3,218462,0,0,0,0,0,0,0,0,0,3,3,218462,0,0,0,0,0,0,0,0,0
48,325,3,7,Medina County                 ,1,1,210819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,329,3,7,Midland County                ,82,82,13692981,0,0,0,0,0,0,0,0,0,82,82,13692981,0,0,0,0,0,0,0,0,0
48,339,3,7,Montgomery County             ,377,377,79172024,0,0,0,0,0,0,12,170,15481182,370,370,77029859,0,0,0,0,0,0,12,170,15481182
48,367,3,7,Parker County                 ,44,44,9505987,0,0,0,0,0,0,0,0,0,41,41,8828982,0,0,0,0,0,0,0,0,0
48,375,3,7,Potter County                 ,59,59,15284820,0,0,0,0,0,0,0,0,0,59,59,15284820,0,0,0,0,0,0,0,0,0
48,383,3,7,Reagan County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,385,3,7,Real County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,395,3,7,Robertson County              ,8,8,1822854,0,0,0,0,0,0,0,0,0,8,8,1822854,0,0,0,0,0,0,0,0,0
48,397,3,7,Rockwall County               ,118,118,37862479,0,0,0,0,0,0,0,0,0,104,104,32369397,0,0,0,0,0,0,0,0,0
48,407,3,7,San Jacinto County            ,17,17,3307213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,411,3,7,San Saba County               ,1,1,127500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,451,3,7,Tom Green County              ,17,17,3229900,0,0,0,0,0,0,0,0,0,17,17,3229900,0,0,0,0,0,0,0,0,0
48,453,3,7,Travis County                 ,680,680,151011410,13,26,4085084,0,0,0,22,597,52990950,649,649,142551296,13,26,4085084,0,0,0,22,597,52990950
48,473,3,7,Waller County                 ,1,1,162976,0,0,0,0,0,0,2,16,967690,0,0,0,0,0,0,0,0,0,0,0,0
48,491,3,7,Williamson County             ,285,285,80125245,0,0,0,3,10,676080,2,447,62812413,272,272,77606104,0,0,0,3,10,676080,2,447,62812413
48,493,3,7,Wilson County                 ,5,5,975470,0,0,0,0,0,0,1,5,468750,0,0,0,0,0,0,0,0,0,0,0,0
48,497,3,7,Wise County                   ,6,6,1470201,0,0,0,0,0,0,0,0,0,3,3,687000,0,0,0,0,0,0,0,0,0
49,11,4,8,Davis County                  ,146,146,34731745,1,2,694895,0,0,0,3,53,6104956,122,122,28115428,0,0,0,0,0,0,2,48,5332644
49,23,4,8,Juab County                   ,6,6,1574580,0,0,0,0,0,0,0,0,0,1,1,277559,0,0,0,0,0,0,0,0,0
49,29,4,8,Morgan County                 ,10,10,3931334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,35,4,8,Salt Lake County              ,375,375,97758765,2,4,627442,2,6,1001486,6,425,53408903,197,197,49936902,2,4,627442,2,6,1001486,2,321,42615000
49,39,4,8,Sanpete County                ,7,7,908017,0,0,0,0,0,0,0,0,0,7,7,908017,0,0,0,0,0,0,0,0,0
49,43,4,8,Summit County                 ,17,17,7224298,0,0,0,0,0,0,2,16,3210411,9,9,3114243,0,0,0,0,0,0,1,11,2356127
49,57,4,8,Weber County                  ,83,83,19313639,0,0,0,1,4,650325,3,35,2575309,61,61,13770807,0,0,0,0,0,0,3,35,2575309
51,3,3,5,Albemarle County              ,44,44,15344146,0,0,0,0,0,0,13,167,17655000,44,44,15344146,0,0,0,0,0,0,13,167,17655000
51,7,3,5,Amelia County                 ,4,4,648900,0,0,0,0,0,0,0,0,0,4,4,648900,0,0,0,0,0,0,0,0,0
51,9,3,5,Amherst County                ,5,5,786998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,13,3,5,Arlington County              ,6,6,3428000,0,0,0,0,0,0,1,173,22086306,6,6,3428000,0,0,0,0,0,0,1,173,22086306
51,15,3,5,Augusta County                ,15,15,3664581,0,0,0,0,0,0,0,0,0,15,15,3664581,0,0,0,0,0,0,0,0,0
51,19,3,5,Bedford County                ,29,29,7119500,0,0,0,0,0,0,0,0,0,29,29,7119500,0,0,0,0,0,0,0,0,0
51,33,3,5,Caroline County               ,8,8,1899858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,36,3,5,Charles City County           ,1,1,159000,0,0,0,0,0,0,0,0,0,1,1,159000,0,0,0,0,0,0,0,0,0
51,37,3,5,Charlotte County              ,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
51,41,3,5,Chesterfield County           ,116,116,26431388,0,0,0,2,8,1207485,3,16,1040000,116,116,26431388,0,0,0,2,8,1207485,3,16,1040000
51,43,3,5,Clarke County                 ,6,6,2533701,0,0,0,0,0,0,0,0,0,6,6,2533701,0,0,0,0,0,0,0,0,0
51,49,3,5,Cumberland County             ,4,4,410000,0,0,0,0,0,0,0,0,0,4,4,410000,0,0,0,0,0,0,0,0,0
51,51,3,5,Dickenson County              ,2,2,235000,0,0,0,0,0,0,0,0,0,2,2,235000,0,0,0,0,0,0,0,0,0
51,53,3,5,Dinwiddie County              ,6,6,627436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,59,3,5,Fairfax County                ,123,123,28098529,0,0,0,0,0,0,0,0,0,123,123,28098529,0,0,0,0,0,0,0,0,0
51,61,3,5,Fauquier County               ,31,31,9775285,0,0,0,0,0,0,0,0,0,31,31,9775285,0,0,0,0,0,0,0,0,0
51,69,3,5,Frederick County              ,104,104,14687297,0,0,0,0,0,0,0,0,0,104,104,14687297,0,0,0,0,0,0,0,0,0
51,73,3,5,Gloucester County             ,19,19,4166494,0,0,0,2,6,300000,0,0,0,19,19,4166494,0,0,0,2,6,300000,0,0,0
51,75,3,5,Goochland County              ,13,13,3321605,0,0,0,0,0,0,0,0,0,13,13,3321605,0,0,0,0,0,0,0,0,0
51,85,3,5,Hanover County                ,49,49,8717972,0,0,0,0,0,0,0,0,0,49,49,8717972,0,0,0,0,0,0,0,0,0
51,87,3,5,Henrico County                ,84,84,13611036,0,0,0,0,0,0,16,80,1100000,84,84,13611036,0,0,0,0,0,0,16,80,1100000
51,93,3,5,Isle of Wight County          ,13,13,2707993,0,0,0,0,0,0,1,18,722077,0,0,0,0,0,0,0,0,0,0,0,0
51,95,3,5,James City County             ,36,36,9049408,0,0,0,1,3,500492,0,0,0,36,36,9049408,0,0,0,1,3,500492,0,0,0
51,97,3,5,King and Queen County         ,2,2,585704,0,0,0,0,0,0,0,0,0,2,2,585704,0,0,0,0,0,0,0,0,0
51,99,3,5,King George County            ,8,8,1822854,0,0,0,0,0,0,0,0,0,8,8,1822854,0,0,0,0,0,0,0,0,0
51,107,3,5,Loudoun County                ,246,246,56052772,3,6,620000,0,0,0,4,82,8229020,246,246,56052772,3,6,620000,0,0,0,4,82,8229020
51,109,3,5,Louisa County                 ,25,25,5000000,0,0,0,0,0,0,0,0,0,25,25,5000000,0,0,0,0,0,0,0,0,0
51,115,3,5,Mathews County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,127,3,5,New Kent County               ,19,19,4329279,0,0,0,0,0,0,0,0,0,19,19,4329279,0,0,0,0,0,0,0,0,0
51,139,3,5,Page County                   ,5,5,580000,0,0,0,0,0,0,0,0,0,5,5,580000,0,0,0,0,0,0,0,0,0
51,145,3,5,Powhatan County               ,27,27,5766294,0,0,0,0,0,0,0,0,0,27,27,5766294,0,0,0,0,0,0,0,0,0
51,149,3,5,Prince George County          ,7,7,1594998,0,0,0,0,0,0,0,0,0,7,7,1594998,0,0,0,0,0,0,0,0,0
51,153,3,5,Prince William County         ,99,99,16584000,0,0,0,0,0,0,0,0,0,99,99,16584000,0,0,0,0,0,0,0,0,0
51,165,3,5,Rockingham County             ,40,40,7398380,0,0,0,0,0,0,0,0,0,40,40,7398380,0,0,0,0,0,0,0,0,0
51,175,3,5,Southampton County            ,3,3,445222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,177,3,5,Spotsylvania County           ,39,39,10235996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,179,3,5,Stafford County               ,85,85,21770973,0,0,0,0,0,0,0,0,0,85,85,21770973,0,0,0,0,0,0,0,0,0
51,181,3,5,Surry County                  ,2,2,306246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,183,3,5,Sussex County                 ,1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0
51,187,3,5,Warren County                 ,7,7,1830000,0,0,0,0,0,0,0,0,0,7,7,1830000,0,0,0,0,0,0,0,0,0
51,199,3,5,York County                   ,9,9,1970412,1,2,332800,0,0,0,0,0,0,9,9,1970412,1,2,332800,0,0,0,0,0,0
51,510,3,5,Alexandria (Independent City) ,19,19,4356000,0,0,0,0,0,0,0,0,0,19,19,4356000,0,0,0,0,0,0,0,0,0
51,540,3,5,Charlottesville (Independent C,7,7,1526391,0,0,0,0,0,0,2,15,2216964,0,0,0,0,0,0,0,0,0,0,0,0
51,550,3,5,Chesapeake(Independent City)  ,108,108,24608534,0,0,0,0,0,0,0,0,0,108,108,24608534,0,0,0,0,0,0,0,0,0
51,570,3,5,Colonial Heights (Independent ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,580,3,5,Covington (Independent City)  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,600,3,5,Fairfax (Independent City)    ,1,1,490000,0,0,0,0,0,0,0,0,0,1,1,490000,0,0,0,0,0,0,0,0,0
51,610,3,5,Falls Church (Independent City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,630,3,5,Fredericksburg(Independent Cit,15,15,3085920,0,0,0,0,0,0,0,0,0,15,15,3085920,0,0,0,0,0,0,0,0,0
51,650,3,5,Hampton (Independent City)    ,16,16,1025535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,660,3,5,Harrisonburg (Independent City,5,5,857397,0,0,0,0,0,0,0,0,0,5,5,857397,0,0,0,0,0,0,0,0,0
51,670,3,5,Hopewell (Independent City)   ,1,1,80000,0,0,0,0,0,0,0,0,0,1,1,80000,0,0,0,0,0,0,0,0,0
51,680,3,5,Lynchburg (Independent City)  ,4,4,816920,0,0,0,0,0,0,0,0,0,4,4,816920,0,0,0,0,0,0,0,0,0
51,683,3,5,Manassas (Independent City)   ,14,14,1973129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,685,3,5,Manassas Park (Independent Cit,1,1,186364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,700,3,5,Newport News (Independent City,19,19,1648390,0,0,0,0,0,0,0,0,0,19,19,1648390,0,0,0,0,0,0,0,0,0
51,710,3,5,Norfolk (Independent City)    ,18,18,4101422,0,0,0,0,0,0,0,0,0,18,18,4101422,0,0,0,0,0,0,0,0,0
51,730,3,5,Petersburg (Independent City) ,1,1,111519,0,0,0,0,0,0,1,7,356446,0,0,0,0,0,0,0,0,0,0,0,0
51,735,3,5,Poquoson (Independent City)   ,2,2,235000,0,0,0,0,0,0,0,0,0,2,2,235000,0,0,0,0,0,0,0,0,0
51,740,3,5,Portsmouth (Independent City) ,16,16,2120000,0,0,0,0,0,0,0,0,0,16,16,2120000,0,0,0,0,0,0,0,0,0
51,760,3,5,Richmond (Independent City)   ,26,26,3730521,1,2,192772,0,0,0,1,20,1139208,0,0,0,0,0,0,0,0,0,0,0,0
51,800,3,5,Suffolk (Independent City)    ,27,27,6152134,0,0,0,0,0,0,0,0,0,27,27,6152134,0,0,0,0,0,0,0,0,0
51,810,3,5,Virginia Beach (Independent Ci,59,59,12614500,0,0,0,0,0,0,5,57,3013394,59,59,12614500,0,0,0,0,0,0,5,57,3013394
51,830,3,5,Williamsburg (Independent City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5,4,9,Benton County                 ,93,93,25888641,0,0,0,0,0,0,0,0,0,65,65,16756248,0,0,0,0,0,0,0,0,0
53,11,4,9,Clark County                  ,256,256,66211907,2,4,531403,0,0,0,4,51,5354858,103,103,22065545,2,4,531403,0,0,0,0,0,0
53,21,4,9,Franklin County               ,45,45,11941695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,31,4,9,Jefferson County              ,22,22,3998022,0,0,0,0,0,0,0,0,0,8,8,1329323,0,0,0,0,0,0,0,0,0
53,33,4,9,King County                   ,450,450,172404961,15,30,6325527,7,24,4711700,26,1627,199187029,379,379,135618927,15,30,6325527,7,24,4711700,23,1559,188844060
53,35,4,9,Kitsap County                 ,73,73,23078708,0,0,0,1,3,316500,0,0,0,73,73,23078708,0,0,0,1,3,316500,0,0,0
53,53,4,9,Pierce County                 ,275,275,80581906,2,4,906053,0,0,0,0,0,0,274,274,80201128,2,4,906053,0,0,0,0,0,0
53,55,4,9,San Juan County               ,11,11,2646691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,59,4,9,Skamania County               ,2,2,390153,0,0,0,0,0,0,0,0,0,2,2,390153,0,0,0,0,0,0,0,0,0
53,61,4,9,Snohomish County              ,229,229,63212889,1,2,416172,10,39,8499906,7,194,22383783,202,202,56777347,0,0,0,10,39,8499906,5,152,18139853
54,11,3,5,Cabell County                 ,1,1,80000,0,0,0,1,4,80000,0,0,0,1,1,80000,0,0,0,1,4,80000,0,0,0
54,15,3,5,Clay County                   ,1,1,45455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,19,3,5,Fayette County                ,3,3,150000,0,0,0,0,0,0,0,0,0,3,3,150000,0,0,0,0,0,0,0,0,0
54,37,3,5,Jefferson County              ,17,17,4190685,0,0,0,0,0,0,0,0,0,17,17,4190685,0,0,0,0,0,0,0,0,0
54,81,3,5,Raleigh County                ,3,3,425000,0,0,0,0,0,0,0,0,0,3,3,425000,0,0,0,0,0,0,0,0,0
55,25,2,3,Dane County                   ,117,117,33550865,4,8,1378479,3,9,1139250,7,284,47111640,104,104,29439494,2,4,861556,0,0,0,6,262,45100000
55,31,2,3,Douglas County                ,8,8,1071782,0,0,0,0,0,0,0,0,0,8,8,1071782,0,0,0,0,0,0,0,0,0
55,37,2,3,Florence County               ,3,3,126000,0,0,0,0,0,0,0,0,0,3,3,126000,0,0,0,0,0,0,0,0,0
55,49,2,3,Iowa County                   ,9,9,1501500,0,0,0,0,0,0,0,0,0,9,9,1501500,0,0,0,0,0,0,0,0,0
55,59,2,3,Kenosha County                ,26,26,6781988,0,0,0,0,0,0,0,0,0,25,25,6463281,0,0,0,0,0,0,0,0,0
55,79,2,3,Milwaukee County              ,12,12,4172703,1,2,290000,0,0,0,4,233,15495755,8,8,3204625,0,0,0,0,0,0,3,209,12794764
55,89,2,3,Ozaukee County                ,25,25,7919632,0,0,0,0,0,0,0,0,0,16,16,4026131,0,0,0,0,0,0,0,0,0
55,93,2,3,Pierce County                 ,9,9,2406000,0,0,0,0,0,0,0,0,0,9,9,2406000,0,0,0,0,0,0,0,0,0
55,109,2,3,St. Croix County              ,41,41,8998666,2,4,604402,0,0,0,1,6,750000,35,35,7787232,1,2,327735,0,0,0,1,6,750000
55,131,2,3,Washington County             ,35,35,10196942,1,2,250000,0,0,0,2,10,744792,17,17,5672632,1,2,250000,0,0,0,0,0,0
56,29,4,8,Park County                   ,14,14,3477134,0,0,0,0,0,0,0,0,0,14,14,3477134,0,0,0,0,0,0,0,0,0
56,39,4,8,Teton County                  ,20,20,20743668,1,2,617754,1,3,116499,0,0,0,17,17,19659000,0,0,0,0,0,0,0,0,0
